"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.309878708E1,-7.472021812E0,9.696365211E0,3.194378350E0,1.265127113E1
1.310873808E1,-7.948778048E0,1.005431304E1,3.772006073E0,1.336040093E1
1.311868908E1,-8.128268273E0,1.019922810E1,3.910257640E0,1.361554676E1
1.312864008E1,-8.183117495E0,1.001274168E1,3.849408005E0,1.349208471E1
1.313859108E1,-8.399278532E0,9.517636878E0,3.861398306E0,1.326814563E1
1.314854208E1,-8.663329436E0,8.704892614E0,4.056864878E0,1.293393154E1
1.315849308E1,-8.670877606E0,7.584540367E0,4.357808204E0,1.231664984E1
1.316844508E1,-8.586279505E0,6.373363904E0,4.602628784E0,1.164165602E1
1.317839608E1,-8.287965088E0,5.183999895E0,4.651598046E0,1.082596807E1
1.318834708E1,-7.532645743E0,4.145070126E0,4.475414422E0,9.692868125E0
1.319829808E1,-5.927051781E0,3.246374715E0,4.303546042E0,8.011828764E0
1.320824908E1,-3.751994562E0,2.515251734E0,4.163712219E0,6.143325966E0
1.321820008E1,-1.534960182E0,1.835641553E0,4.150468276E0,4.790831825E0
1.322815108E1,7.936542749E-2,1.728050446E0,4.356706588E0,4.687573947E0
1.323810308E1,1.177891772E0,2.591586549E0,4.574999521E0,5.388355082E0
1.324805408E1,3.117499158E0,3.317767464E0,5.045016257E0,6.795481659E0
1.325800508E1,6.030063348E0,4.093404713E0,6.214170535E0,9.577762869E0
1.326795608E1,1.013616003E1,4.708286802E0,7.521885113E0,1.347176530E1
1.327790708E1,1.426054972E1,4.328049384E0,7.734122669E0,1.679023357E1
1.328785808E1,1.666777005E1,3.423773975E0,6.207370808E0,1.811265412E1
1.329780908E1,1.778887191E1,2.486749481E0,3.873726575E0,1.837481005E1
1.330776008E1,1.864379097E1,1.330820435E0,1.658187329E0,1.876463722E1
1.331771208E1,1.911669156E1,-5.851589370E-1,-5.008420507E-1,1.913220191E1
1.332766308E1,1.827241911E1,-2.946685032E0,-2.635167017E0,1.869514263E1
1.333761408E1,1.586214770E1,-5.134047716E0,-4.515714601E0,1.727303835E1
1.334756508E1,1.275634648E1,-7.026600804E0,-6.001994959E0,1.575187093E1
1.335751608E1,9.682341249E0,-8.409554429E0,-7.242459540E0,1.472825713E1
1.336746708E1,7.257422565E0,-9.430964770E0,-7.787013073E0,1.422149259E1
1.337741808E1,5.467083485E0,-1.033977645E1,-7.469792268E0,1.387796006E1
1.338737008E1,3.991856119E0,-1.123076815E1,-6.495416930E0,1.357407491E1
1.339732108E1,2.627508334E0,-1.199322169E1,-5.117133476E0,1.330136164E1
1.340727208E1,1.347794318E0,-1.266420021E1,-3.681066667E0,1.325702713E1
1.341722308E1,1.298915103E-1,-1.327569383E1,-2.339481508E0,1.348087877E1
1.342717408E1,-8.801208535E-1,-1.358758666E1,-1.296770344E0,1.367767294E1
1.343712508E1,-1.607341403E0,-1.366070843E1,-9.502772087E-1,1.378773106E1
1.344707608E1,-2.140750727E0,-1.370764286E1,-1.591437854E0,1.396477572E1
1.345702708E1,-2.306852582E0,-1.363544261E1,-2.750586376E0,1.410009182E1
1.346697908E1,-2.108410362E0,-1.334255090E1,-3.847783649E0,1.404544402E1
1.347693008E1,-1.539336239E0,-1.298755357E1,-4.545016168E0,1.384569521E1
1.348688108E1,-4.764539355E-1,-1.282995825E1,-4.724735019E0,1.368056863E1
1.349683208E1,5.848715463E-1,-1.288934725E1,-4.420758158E0,1.363893140E1
1.350678308E1,7.415564606E-1,-1.320024604E1,-3.482204032E0,1.367194743E1
1.351673408E1,8.878236830E-2,-1.379438747E1,-2.192521098E0,1.396782577E1
1.352668508E1,-7.623880434E-1,-1.457584445E1,-1.537913611E0,1.467656824E1
1.353663708E1,-1.719251556E0,-1.470841136E1,-2.457037439E0,1.501100342E1
1.354658808E1,-1.821613498E0,-1.418476396E1,-4.946370220E0,1.513249427E1
1.355653908E1,-3.859513164E-1,-1.358569800E1,-7.113273497E0,1.534010458E1
1.356649008E1,1.599275461E0,-1.258077096E1,-7.299198582E0,1.463255890E1
1.357644108E1,4.561216464E0,-1.077407839E1,-4.515363768E0,1.254089195E1
1.358639208E1,8.122616939E0,-8.527605620E0,-6.824989795E-2,1.177716526E1
1.359634308E1,1.108061633E1,-5.264141248E0,4.579264480E0,1.309430810E1
1.360629408E1,1.431512295E1,-6.539309639E-1,9.323552004E0,1.709616895E1
1.361624608E1,1.815619283E1,4.461444254E0,1.416572309E1,2.345675880E1
1.362619708E1,2.036664734E1,8.909269173E0,1.679766712E1,2.786282508E1
1.363614808E1,1.944797024E1,1.168613761E1,1.526028327E1,2.734347462E1
1.364609908E1,1.595998682E1,1.313382518E1,1.033843627E1,2.311064273E1
1.365605008E1,1.134308498E1,1.416004661E1,5.162903141E0,1.886340546E1
1.366600108E1,7.534455457E0,1.440460173E1,8.040634882E-1,1.627596658E1
1.367595208E1,5.314390465E0,1.398117677E1,-2.093116093E0,1.510288664E1
1.368590308E1,3.521934693E0,1.339012267E1,-2.971269650E0,1.416078573E1
1.369585508E1,1.519380861E0,1.289026175E1,-2.235605721E0,1.317062258E1
1.370580608E1,-9.301984549E-2,1.235388379E1,-7.617378330E-1,1.237769534E1
1.371575708E1,-1.186714636E0,1.195319633E1,4.759610883E-1,1.202138648E1
1.372570808E1,-2.165854286E0,1.169313556E1,1.241766171E0,1.195668546E1
1.373565908E1,-3.421055020E0,1.145613622E1,1.724093635E0,1.207970088E1
1.374561008E1,-5.031766466E0,1.112008270E1,1.999235537E0,1.236817916E1
1.375556108E1,-6.467567226E0,1.061756597E1,2.372351046E0,1.265662603E1
1.376551308E1,-7.490051116E0,9.982822645E0,2.961047548E0,1.282674613E1
1.377546408E1,-8.259332442E0,9.345971982E0,3.489565676E0,1.295147997E1
1.378541508E1,-8.793576749E0,8.678043954E0,3.939271524E0,1.296739369E1
1.379536608E1,-9.290792393E0,7.854653664E0,4.225097458E0,1.287889188E1
1.380531708E1,-9.878282615E0,6.808532989E0,4.187503370E0,1.270715442E1
1.381526808E1,-1.055627546E1,5.725887097E0,3.981684887E0,1.265205711E1
1.382521908E1,-1.103492151E1,4.736482660E0,4.031664548E0,1.266720489E1
1.383517008E1,-1.109499931E1,3.830475891E0,4.534292375E0,1.258297909E1
1.384512208E1,-1.083037655E1,3.055352027E0,5.582784680E0,1.256183574E1
1.385507308E1,-1.018172738E1,2.426506203E0,6.998480959E0,1.259103810E1
1.386502408E1,-9.106529086E0,1.827274187E0,8.185668050E0,1.238034589E1
1.387497508E1,-7.643211914E0,1.480008634E0,8.765964442E0,1.172396036E1
1.388492608E1,-6.010381621E0,1.423664280E0,9.041741352E0,1.095009561E1
1.389487708E1,-4.438313838E0,1.782540064E0,9.306217933E0,1.046335372E1
1.390482808E1,-3.695826209E0,2.633829759E0,9.543733002E0,1.056782997E1
1.391477908E1,-2.777556074E0,4.150631998E0,1.003277775E1,1.120710458E1
1.392473108E1,-6.430908108E-1,6.066679782E0,1.111235619E1,1.267685408E1
1.393468208E1,3.108668109E0,8.150800518E0,1.244956178E1,1.520167606E1
1.394463308E1,8.152608477E0,1.000086364E1,1.305662439E1,1.835640867E1
1.395458408E1,1.353740000E1,1.132669757E1,1.231078865E1,2.152000915E1
1.396453508E1,1.818756548E1,1.264719767E1,1.019393520E1,2.438555847E1
1.397448608E1,2.271745256E1,1.318188111E1,7.256325628E0,2.724883304E1
1.398443708E1,2.588876716E1,1.189496040E1,3.994731195E0,2.876936261E1
1.399438908E1,2.561205352E1,9.549789548E0,8.101155026E-1,2.734651812E1
1.400434008E1,2.230364277E1,6.541359088E0,-1.440380738E0,2.328769109E1
1.401429108E1,1.794528025E1,3.035025936E0,-2.157481073E0,1.832755277E1
1.402424208E1,1.412965161E1,-4.498029113E-1,-1.588789065E0,1.422580852E1
1.403419308E1,1.093225025E1,-3.574592378E0,-2.727740720E-2,1.150184987E1
1.404414408E1,8.394241741E0,-6.156143936E0,1.697819756E0,1.054722686E1
1.405409508E1,6.362421425E0,-8.190805414E0,2.732051872E0,1.072538145E1
1.406404608E1,4.585207590E0,-9.822541108E0,2.970408940E0,1.123965176E1
1.407399808E1,3.066434255E0,-1.110247673E1,2.637993561E0,1.181638772E1
1.408394846E1,1.826631286E0,-1.217776098E1,2.069539096E0,1.248669037E1
1.409389946E1,8.080150366E-1,-1.312082331E1,1.508116054E0,1.323190488E1
1.410385046E1,-1.254733542E-1,-1.391279943E1,8.635869741E-1,1.394014039E1
1.411380146E1,-1.100903238E0,-1.459467015E1,1.561485784E-1,1.463696577E1
1.412375246E1,-2.188228657E0,-1.513578786E1,-4.626344799E-1,1.530014540E1
1.413370346E1,-3.309376125E0,-1.551998267E1,-7.388844292E-1,1.588608771E1
1.414365446E1,-4.318868086E0,-1.575726853E1,-6.652260303E-1,1.635196192E1
1.415360646E1,-4.804682829E0,-1.580863047E1,-2.993691091E-1,1.652535616E1
1.416355746E1,-4.489199817E0,-1.574345507E1,2.939874780E-1,1.637362883E1
1.417350846E1,-3.698978443E0,-1.561803112E1,7.791401701E-1,1.606898867E1
1.418345946E1,-3.045873690E0,-1.550543246E1,6.952514827E-1,1.581705272E1
1.419341046E1,-2.986920308E0,-1.533391608E1,2.288249373E-1,1.562379711E1
1.420336146E1,-3.497333118E0,-1.504317147E1,-3.290754497E-1,1.544786838E1
1.421331246E1,-4.293558998E0,-1.471425390E1,-8.504400945E-1,1.535145481E1
1.422326446E1,-4.849860756E0,-1.432626073E1,-1.058996243E0,1.516193817E1
1.423321546E1,-4.808845462E0,-1.395425970E1,-7.597999196E-1,1.477916285E1
1.424316646E1,-4.205831468E0,-1.364111675E1,-2.994227573E-2,1.427480231E1
1.425311746E1,-3.460469931E0,-1.338347205E1,6.108059943E-1,1.383709725E1
1.426306846E1,-2.744301789E0,-1.314916009E1,6.775215554E-1,1.344955905E1
1.427301946E1,-2.019875039E0,-1.289433609E1,3.212191308E-1,1.305553446E1
1.428297046E1,-7.792531675E-1,-1.237426368E1,-1.733667281E-1,1.239998763E1
1.429292246E1,1.002280006E0,-1.133675128E1,-6.975403753E-1,1.140232684E1
1.430287346E1,3.217178982E0,-9.191075147E0,-1.206090262E0,9.812275816E0
1.431282446E1,6.352049634E0,-5.845411786E0,-1.241038632E0,8.721098004E0
1.432277546E1,1.196752434E1,-2.259437218E0,-1.860831065E-1,1.218036627E1
1.433272646E1,1.925813453E1,1.819041892E0,1.361676338E0,1.939172044E1
1.434267746E1,2.589705851E1,6.730368580E0,2.918785043E0,2.691606967E1
1.435262846E1,3.129652479E1,1.080325717E1,5.678871975E0,3.359214814E1
1.436258046E1,3.314314098E1,1.412423943E1,9.187482033E0,3.718026035E1
1.437253146E1,3.070884220E1,1.678638901E1,1.089008013E1,3.665255367E1
1.438248246E1,2.596264556E1,1.757479833E1,9.207700535E0,3.267589708E1
1.439243346E1,2.020211605E1,1.695230375E1,5.428537470E0,2.692536192E1
1.440238446E1,1.435727085E1,1.617458899E1,1.557578967E0,2.168351004E1
1.441233546E1,9.056119655E0,1.491318553E1,-1.757043865E0,1.753578082E1
1.442228646E1,4.168194695E0,1.362348622E1,-4.432498198E0,1.492046461E1
1.443223746E1,2.484926319E-1,1.241936208E1,-5.111855779E0,1.343254900E1
1.444218946E1,-2.303626966E0,1.144416814E1,-3.491414566E0,1.218464842E1
1.445214046E1,-3.644758966E0,1.075172449E1,-1.129317052E0,1.140873369E1
1.446209146E1,-4.295789126E0,1.036096910E1,7.560381134E-1,1.124166707E1
1.447204246E1,-4.867539228E0,1.043070299E1,2.331718890E0,1.174433549E1
1.448199346E1,-5.570833556E0,1.081167365E1,3.543683996E0,1.266823468E1
1.449194446E1,-6.325349493E0,1.116139562E1,3.848307559E0,1.339388926E1
1.450189546E1,-7.159248984E0,1.134896377E1,3.121316221E0,1.377666286E1
1.451184646E1,-7.720247226E0,1.136065119E1,2.113501825E0,1.389724802E1
1.452179846E1,-7.902076337E0,1.099344838E1,1.266918700E0,1.359793369E1
1.453174946E1,-8.258943018E0,1.020061038E1,5.880075543E-1,1.313804950E1
1.454170046E1,-9.048618262E0,9.116165882E0,4.478385392E-1,1.285233567E1
1.455165146E1,-9.822118939E0,7.935415406E0,1.192586264E0,1.268333947E1
1.456160246E1,-1.035347297E1,6.577797766E0,2.303186817E0,1.248064483E1
1.457155346E1,-1.055840501E1,5.228025920E0,3.461158733E0,1.227973091E1
1.458150446E1,-1.051508533E1,3.976914437E0,4.512144291E0,1.211372420E1
1.459145646E1,-1.034117276E1,2.851968910E0,5.407748280E0,1.201321448E1
1.460140746E1,-9.587768383E0,1.895684271E0,6.166354344E0,1.155607404E1
1.461135846E1,-8.430264097E0,1.101879431E0,6.619404799E0,1.077497150E1
1.462130946E1,-7.042257308E0,5.872133562E-1,6.670570275E0,9.717752585E0
1.463126046E1,-5.716347365E0,2.360842556E-1,6.402354984E0,8.586181475E0
1.464121146E1,-5.115795633E0,1.851438975E-1,6.181063600E0,8.025658256E0
1.465116246E1,-5.069765766E0,8.561323589E-1,6.616049666E0,8.378997597E0
1.466111346E1,-5.144100834E0,2.331288389E0,8.016032138E0,9.805786566E0
1.467106546E1,-3.919965187E0,4.659124582E0,1.019078004E1,1.187120747E1
1.468101646E1,-3.284404421E-1,7.314330007E0,1.278297587E1,1.473131931E1
1.469096746E1,5.220086571E0,9.445189292E0,1.516282772E1,1.861107867E1
1.470091846E1,1.096673362E1,1.090357317E1,1.575569446E1,2.207711625E1
1.471086946E1,1.619778840E1,1.270499155E1,1.443841617E1,2.514464200E1
1.472082046E1,2.233569955E1,1.401006202E1,1.171486148E1,2.885140017E1
1.473077146E1,2.818946174E1,1.352315268E1,7.913525770E0,3.225128372E1
1.474072246E1,3.034091902E1,1.175799756E1,2.932760765E0,3.267143950E1
1.475067446E1,2.866183959E1,9.223916618E0,-2.472553903E0,3.021084588E1
1.476062546E1,2.479752001E1,5.971239774E0,-7.662255126E0,2.663236484E1
1.477057646E1,2.050573155E1,2.119230927E0,-9.921880624E0,2.287837147E1
1.478052746E1,1.694326864E1,-1.886291304E0,-8.173362000E0,1.890598565E1
1.479047846E1,1.400965973E1,-5.133402768E0,-3.873562853E0,1.541515095E1
1.480042946E1,1.175960905E1,-8.017058909E0,-1.142135172E-1,1.423287333E1
1.481038046E1,9.874981277E0,-1.070550342E1,2.484665533E0,1.477486451E1
1.482033246E1,7.911427789E0,-1.288298548E1,4.294361821E0,1.571634652E1
1.483028346E1,5.965494300E0,-1.440546010E1,5.184080586E0,1.643104058E1
1.484023446E1,4.251521318E0,-1.540862245E1,4.399247421E0,1.657873509E1
1.485018546E1,2.909551997E0,-1.626809181E1,2.063862619E0,1.665460396E1
1.486013646E1,1.669189157E0,-1.701231139E1,-3.188966167E-1,1.709697711E1
1.487008746E1,-5.464223027E-3,-1.738085788E1,-2.343613150E0,1.753815193E1
1.488003846E1,-1.813005519E0,-1.748430799E1,-3.780416416E0,1.797997673E1
1.488999046E1,-3.261808148E0,-1.764276169E1,-4.176793610E0,1.842151018E1
1.489994146E1,-4.059902799E0,-1.795361137E1,-3.595984709E0,1.875489477E1
1.490989246E1,-4.308473491E0,-1.822192840E1,-2.457131580E0,1.888489116E1
1.491984346E1,-4.339177513E0,-1.834013922E1,-1.307345911E0,1.889175273E1
1.492979446E1,-4.350346572E0,-1.841079463E1,-4.910363066E-1,1.892416421E1
1.493974546E1,-4.379899569E0,-1.833367571E1,1.206479394E-1,1.884997987E1
1.494969646E1,-4.177242968E0,-1.808942581E1,5.418699530E-1,1.857337633E1
1.495964846E1,-3.678868698E0,-1.762452305E1,5.136281937E-1,1.801171013E1
1.496959946E1,-3.062327755E0,-1.700403407E1,2.971350342E-2,1.727761294E1
1.497955046E1,-2.601238548E0,-1.633117041E1,-5.682675004E-1,1.654679718E1
1.498950146E1,-2.157713792E0,-1.564751395E1,-1.028177909E0,1.582901044E1
1.499945246E1,-1.687022873E0,-1.517867952E1,-1.380032649E0,1.533436821E1
1.500940346E1,-1.289703400E0,-1.506214685E1,-1.724189237E0,1.521526967E1
1.501935446E1,-9.646414787E-1,-1.507672981E1,-1.814852070E0,1.521617570E1
1.502930546E1,-4.641899854E-1,-1.492298429E1,-1.328197667E0,1.498916414E1
1.503925746E1,6.029023129E-1,-1.411407229E1,-3.090493208E-1,1.413032340E1
1.504920846E1,2.415328665E0,-1.231149499E1,9.108918259E-1,1.257920687E1
1.505915946E1,5.721742591E0,-9.629373077E0,2.035233335E0,1.138443406E1
1.506911046E1,1.075856222E1,-6.416612835E0,2.989253932E0,1.287847896E1
1.507906146E1,1.679154859E1,-2.632016245E0,3.943008772E0,1.744794921E1
1.508901233E1,2.163608253E1,1.854537707E0,4.857347239E0,2.225203810E1
1.509896333E1,2.415439879E1,7.146987373E0,5.460216515E0,2.577456836E1
1.510891533E1,2.474394548E1,1.172079406E1,6.182700820E0,2.806894442E1
1.511886633E1,2.459042800E1,1.554094494E1,8.075353310E0,3.018975737E1
1.512881733E1,2.491976190E1,1.868020393E1,1.049723729E1,3.286543081E1
1.513876833E1,2.481654919E1,2.065443092E1,1.177781377E1,3.436835067E1
1.514871933E1,2.250733404E1,2.175852557E1,1.101043571E1,3.318498478E1
1.515867033E1,1.838170824E1,2.194777889E1,8.146298747E0,2.976498580E1
1.516862133E1,1.369777393E1,2.163806357E1,3.877538960E0,2.590116048E1
1.517857233E1,9.030298936E0,2.085074300E1,-5.434098172E-1,2.272872801E1
1.518852433E1,4.749785661E0,1.966882893E1,-4.387475806E0,2.070442559E1
1.519847533E1,1.281029640E0,1.813072119E1,-6.167927245E0,1.919394213E1
1.520842633E1,-1.493575344E0,1.644083260E1,-5.267613909E0,1.732857467E1
1.521837733E1,-3.402005961E0,1.466063727E1,-1.789088945E0,1.515614624E1
1.522832833E1,-4.754554650E0,1.315237372E1,2.199813745E0,1.415732690E1
1.523827933E1,-6.083541983E0,1.210899305E1,5.117241064E0,1.448528052E1
1.524823033E1,-7.223334467E0,1.145902123E1,6.652219373E0,1.509098244E1
1.525818133E1,-7.949338211E0,1.090232654E1,6.627489159E0,1.503250859E1
1.526813333E1,-8.096664072E0,1.040426656E1,5.554754298E0,1.430594377E1
1.527808433E1,-7.638000875E0,9.796967726E0,4.257105117E0,1.313173934E1
1.528803533E1,-6.690495247E0,8.999227417E0,3.433006729E0,1.172750425E1
1.529798633E1,-5.785009464E0,7.945408882E0,2.915326999E0,1.025158467E1
1.530793733E1,-5.283292633E0,6.708464910E0,2.396683064E0,8.869090833E0
1.531788833E1,-4.872160867E0,5.296042487E0,1.952536165E0,7.456434471E0
1.532783933E1,-4.449983711E0,3.912979519E0,1.694477488E0,6.163198658E0
1.533779133E1,-3.707213076E0,2.571741099E0,1.712005686E0,4.825789526E0
1.534774233E1,-2.516846269E0,1.058982795E0,2.027725511E0,3.401121940E0
1.535769333E1,-1.392831327E0,-4.682549697E-1,2.389989903E0,2.805582570E0
1.536764433E1,-6.694880658E-1,-1.674847215E0,2.471613671E0,3.059771495E0
1.537759533E1,3.900794506E-1,-2.519599138E0,2.278572085E0,3.419419913E0
1.538754633E1,1.782825993E0,-3.054924595E0,1.966503993E0,4.046995275E0
1.539749733E1,2.781411143E0,-3.402356209E0,1.739767681E0,4.726422252E0
1.540744933E1,3.129514017E0,-3.497251841E0,1.875040677E0,5.053751672E0
1.541740033E1,3.031439254E0,-2.761016055E0,2.606165997E0,4.858491001E0
1.542735133E1,2.978527799E0,-1.597013174E0,3.702442041E0,5.012998703E0
1.543730233E1,3.421407315E0,-5.266692388E-1,4.917044095E0,6.013379344E0
1.544725333E1,4.343937439E0,1.752422225E-1,6.018928496E0,7.424823402E0
1.545720433E1,5.395958539E0,5.841666645E-1,6.800548616E0,8.700866665E0
1.546715533E1,6.234776707E0,1.437520427E0,6.790800723E0,9.330266878E0
1.547710633E1,7.171414116E0,2.133815053E0,6.448077287E0,9.877249000E0
1.548705833E1,8.472153550E0,1.963957531E0,6.154078115E0,1.065397543E1
1.549700933E1,1.050232203E1,1.417903018E0,6.496292258E0,1.243024658E1
1.550696033E1,1.159842470E1,2.411684096E-1,7.896569429E0,1.403343958E1
1.551691133E1,1.227098314E1,-2.214045283E0,8.562304167E0,1.512587440E1
1.552686233E1,1.259432481E1,-4.825422903E0,8.524923502E0,1.595543933E1
1.553681333E1,1.081933818E1,-6.493207852E0,7.206824854E0,1.453128182E1
1.554676433E1,8.101762260E0,-7.327929461E0,5.075829914E0,1.204579392E1
1.555671633E1,6.152046792E0,-7.617329214E0,3.101432179E0,1.027084542E1
1.556666733E1,4.500857119E0,-7.642668123E0,1.184790317E0,8.948285810E0
1.557661833E1,2.898087069E0,-7.315218784E0,-7.498276395E-1,7.904022773E0
1.558656933E1,1.863462751E0,-7.014816325E0,-2.477659984E0,7.669350722E0
1.559652033E1,1.512095961E0,-6.883804196E0,-3.802033864E0,8.008036957E0
1.560647133E1,1.591250158E0,-6.770775179E0,-4.740813693E0,8.417291016E0
1.561642233E1,1.794114189E0,-6.535539354E0,-5.126928731E0,8.498089114E0
1.562637433E1,2.130331281E0,-6.030664442E0,-5.267877619E0,8.285997803E0
1.563632533E1,3.077393691E0,-5.341150247E0,-5.381219462E0,8.182649986E0
1.564627633E1,4.136344326E0,-4.889744614E0,-5.465678984E0,8.419773960E0
1.565622733E1,4.575999395E0,-4.619332525E0,-5.626816553E0,8.598782935E0
1.566617833E1,4.280544558E0,-4.169358290E0,-5.846795238E0,8.360121101E0
1.567612933E1,3.429474718E0,-3.869777366E0,-5.870810922E0,7.823227888E0
1.568608033E1,2.561631848E0,-4.011284662E0,-5.337320906E0,7.151178702E0
1.569603133E1,2.137079114E0,-4.011626725E0,-4.244878589E0,6.219264454E0
1.570598333E1,1.840397824E0,-3.820511066E0,-3.167895725E0,5.293291252E0
1.571593433E1,1.292204107E0,-3.694156244E0,-3.213132709E0,5.063674912E0
1.572588533E1,1.560199396E0,-3.491564255E0,-3.919163534E0,5.475863942E0
1.573583633E1,2.229707635E0,-3.128671433E0,-4.172180741E0,5.671619982E0
1.574578733E1,2.338397141E0,-2.871462942E0,-3.792221652E0,5.300409953E0
1.575573833E1,2.506089147E0,-2.393761210E0,-2.059205166E0,4.031240685E0
1.576568933E1,2.209911594E0,-1.700273248E0,6.611972988E-1,2.865627373E0
1.577564133E1,1.260826925E0,-1.631201259E0,2.582680070E-1,2.077788354E0
1.578559233E1,1.158169260E0,-1.616066911E0,5.786094707E-1,2.070704521E0
1.579554333E1,1.858919026E-1,-1.282532959E0,6.585859323E-1,1.453678789E0
1.580549433E1,-3.220087972E-1,-1.045196815E0,3.537395900E-1,1.149459762E0
1.581544533E1,-4.807346821E-2,-5.325568002E-1,8.846854824E-1,1.033729271E0
1.582539633E1,-7.537229083E-1,5.536670029E-2,1.146089351E0,1.372838117E0
1.583534733E1,-9.147736461E-1,2.018827218E-1,1.403456887E0,1.687382201E0
1.584529933E1,2.193644348E-1,4.337464571E-3,1.907915477E0,1.920489791E0
1.585525033E1,1.751102509E0,-2.455666852E-1,3.198864918E0,3.655051266E0
1.586520133E1,2.432329006E0,-6.197089648E-1,4.629080418E0,5.265799950E0
1.587515233E1,2.460221833E0,-1.126728635E0,4.933067805E0,5.626487968E0
1.588510333E1,1.799558677E0,-1.569884432E0,4.681306579E0,5.255243082E0
1.589505433E1,1.027185344E0,-1.895766132E0,5.001824629E0,5.446768636E0
1.590500533E1,5.546585445E-1,-2.121746984E0,5.528079300E0,5.947194054E0
1.591495633E1,5.336628011E-1,-2.090371410E0,5.459765110E0,5.870560763E0
1.592490833E1,6.753225638E-1,-1.579989005E0,4.716406245E0,5.019652746E0
1.593485933E1,9.766800186E-1,-9.306042516E-1,3.525847650E0,3.775119836E0
1.594481033E1,9.299670513E-1,-6.241920251E-1,2.213382209E0,2.480627986E0
1.595476133E1,9.917497551E-1,-2.727615005E-1,1.095980467E0,1.503043445E0
1.596471233E1,1.061268033E0,-3.437578082E-2,5.508778811E-1,1.196218196E0
1.597466333E1,1.132931654E0,1.695593137E-1,-3.116525012E-1,1.187186496E0
1.598461433E1,1.422397773E0,4.026983267E-1,-6.097710371E-1,1.599125412E0
1.599456633E1,9.596067336E-1,7.947184682E-2,2.088204432E-1,9.852750048E-1
1.600451733E1,3.889500609E-1,-4.308754742E-1,7.890946162E-1,9.795948843E-1
1.601446833E1,2.071637808E-1,-6.857497573E-1,1.114441296E0,1.324820352E0
1.602441933E1,1.264703044E-1,-9.006477964E-1,1.245505466E0,1.542220820E0
1.603437033E1,-1.635305420E-1,-1.206144934E0,8.932311881E-1,1.509764814E0
1.604432133E1,-8.810502684E-1,-1.538974296E0,2.311006737E-1,1.788322952E0
1.605427233E1,-1.662685299E0,-1.888237842E0,-2.849108452E-1,2.532022658E0
1.606422433E1,-2.248437582E0,-2.094853300E0,-5.754677618E-1,3.126506846E0
1.607417533E1,-1.930511604E0,-1.972522532E0,-9.448585939E-1,2.917272348E0
1.608412658E1,-1.227205143E0,-1.574409592E0,-9.320333111E-1,2.203062441E0
1.609407758E1,-5.636967319E-1,-1.280801014E0,-1.027772112E0,1.736237529E0
1.610402858E1,-3.491489410E-2,-1.085109909E0,-1.160910873E0,1.589464256E0
1.611397958E1,2.089990756E-1,-1.205885902E0,-8.600710434E-1,1.495848797E0
1.612393058E1,4.763840613E-1,-1.388400891E0,-5.446102506E-1,1.565630587E0
1.613388158E1,2.997418691E-1,-1.657831233E0,-4.070574260E-1,1.733189353E0
1.614383358E1,-9.161856025E-3,-2.028810169E0,-3.651849300E-1,2.061435101E0
1.615378458E1,-8.721882284E-2,-2.179027478E0,-4.201072419E-1,2.220868742E0
1.616373558E1,-1.463455752E-1,-2.212971734E0,-4.205756038E-1,2.257331337E0
1.617368658E1,-3.895574404E-1,-2.195292093E0,-5.199180436E-1,2.289405413E0
1.618363758E1,-6.722451742E-1,-2.109202368E0,-7.212774396E-1,2.328280341E0
1.619358858E1,-8.408470063E-1,-1.934633160E0,-9.444346708E-1,2.311230408E0
1.620353958E1,-7.621811981E-1,-1.675047190E0,-1.040800878E0,2.114230294E0
1.621349158E1,-5.809635597E-1,-1.466061856E0,-1.033282528E0,1.885345805E0
1.622344258E1,-2.755631939E-1,-1.308053132E0,-5.744140935E-1,1.454953477E0
1.623339358E1,-1.095154256E-1,-1.235393876E0,5.110875785E-2,1.241291167E0
1.624334458E1,-2.043777287E-2,-1.158425222E0,7.093128669E-1,1.358488661E0
1.625329558E1,-2.269055888E-2,-1.167574360E0,1.344918072E0,1.781165172E0
1.626324658E1,-6.017369628E-2,-1.270944947E0,1.710663165E0,2.131968667E0
1.627319758E1,1.350122094E-3,-1.343448082E0,2.012730326E0,2.419904531E0
1.628314958E1,1.140293299E-1,-1.428918003E0,2.329375765E0,2.735105263E0
1.629310058E1,1.636648817E-1,-1.555862224E0,2.488344601E0,2.939277515E0
1.630305158E1,2.963718264E-1,-1.663100744E0,2.486712644E0,3.006240196E0
1.631300258E1,4.644924326E-1,-1.599343874E0,2.530712941E0,3.029548157E0
1.632295358E1,5.680739576E-1,-1.524306555E0,2.503334523E0,2.985448414E0
1.633290458E1,5.089015970E-1,-1.433451934E0,2.384554769E0,2.828403566E0
1.634285558E1,4.274864280E-1,-1.268206696E0,2.005572749E0,2.411102429E0
1.635280758E1,3.911554845E-1,-1.031520762E0,1.491168630E0,1.854891258E0
1.636275858E1,3.077258036E-1,-7.816265523E-1,1.049374065E0,1.344180481E0
1.637270958E1,2.105848405E-1,-5.677079219E-1,6.761883903E-1,9.076722970E-1
1.638266058E1,1.754752341E-1,-4.593824047E-1,3.900964075E-1,6.276933636E-1
1.639261158E1,2.336161458E-1,-3.165483749E-1,8.183178306E-2,4.018405380E-1
