"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.461387125E0,-6.869252815E0,1.104383852E1,-1.162418286E0,1.305772644E1
6.471338125E0,-7.649551465E0,1.018800027E1,-1.515391890E0,1.282994153E1
6.481289125E0,-8.502122285E0,8.984170251E0,-1.606354685E0,1.247324231E1
6.491240125E0,-9.349895464E0,7.694562746E0,-1.480892149E0,1.219917549E1
6.501192125E0,-9.846228179E0,6.505223880E0,-1.189997263E0,1.186095445E1
6.511143125E0,-9.942175140E0,5.553358567E0,-8.213524624E-1,1.141758546E1
6.521094125E0,-9.415505902E0,4.864933709E0,-4.988645589E-1,1.060981608E1
6.531045125E0,-8.128081162E0,4.407107541E0,-2.454193354E-1,9.249244883E0
6.540996125E0,-6.585899668E0,4.082996085E0,-2.248945121E-1,7.752129321E0
6.550947125E0,-5.142184117E0,3.699636839E0,-4.984937724E-1,6.354358054E0
6.560898125E0,-3.972967858E0,3.214131706E0,-7.290273392E-1,5.162034201E0
6.570849125E0,-3.201090953E0,3.168807891E0,-3.206051731E-1,4.515652159E0
6.580801125E0,-2.331726930E0,3.880711074E0,1.150902048E0,4.671342895E0
6.590752125E0,-2.338921344E-1,5.204133613E0,3.620587161E0,6.344002174E0
6.600703125E0,3.719799793E0,7.084868892E0,6.460873334E0,1.028470524E1
6.610654125E0,1.007686575E1,8.873642088E0,8.530085424E0,1.590745437E1
6.620605125E0,1.734597456E1,9.277343797E0,9.362338339E0,2.178543827E1
6.630556125E0,2.202318224E1,8.402641851E0,8.393047155E0,2.502135462E1
6.640507125E0,2.299935853E1,7.202627723E0,5.509304475E0,2.472247509E1
6.650458125E0,2.198688273E1,6.275491455E0,2.348444997E0,2.298521262E1
6.660409125E0,2.138384768E1,4.736955700E0,-5.612333000E-2,2.190230218E1
6.670361125E0,2.140068533E1,2.566616600E0,-1.968314730E0,2.164373157E1
6.680312125E0,2.099251225E1,3.174962085E-1,-3.379764322E0,2.126521059E1
6.690263125E0,1.952620131E1,-1.678656676E0,-4.259865587E0,2.005584405E1
6.700214125E0,1.728472966E1,-3.721321823E0,-4.738752549E0,1.830480514E1
6.710165125E0,1.459998527E1,-5.781680059E0,-5.139809563E0,1.652286405E1
6.720116125E0,1.173948644E1,-7.590521484E0,-5.392026871E0,1.498350800E1
6.730067125E0,9.074917284E0,-9.172414927E0,-5.213860456E0,1.391659657E1
6.740018125E0,6.650120223E0,-1.062272555E1,-4.742241583E0,1.339982285E1
6.749970125E0,4.491972274E0,-1.198292591E1,-4.180189673E0,1.346262656E1
6.759921125E0,2.495853303E0,-1.315701056E1,-3.659193403E0,1.388257566E1
6.769872125E0,7.433001003E-1,-1.400020829E1,-3.352561905E0,1.441520026E1
6.779823125E0,-8.052551508E-1,-1.466522148E1,-3.373240584E0,1.506970169E1
6.789774125E0,-2.237387368E0,-1.523993262E1,-3.695904561E0,1.584049112E1
6.799725125E0,-3.563685859E0,-1.567857436E1,-4.248540700E0,1.663032318E1
6.809676125E0,-4.846316467E0,-1.595160893E1,-4.810904852E0,1.735181305E1
6.819627125E0,-5.831942725E0,-1.602220236E1,-5.186631142E0,1.782199953E1
6.829579125E0,-6.378483142E0,-1.605714181E1,-5.308830932E0,1.807485923E1
6.839530125E0,-6.222500478E0,-1.609509726E1,-5.222744130E0,1.802910769E1
6.849481125E0,-5.440274001E0,-1.594231887E1,-4.958941734E0,1.755976125E1
6.859432125E0,-4.423905422E0,-1.558081593E1,-4.612317621E0,1.684061276E1
6.869383125E0,-3.376494851E0,-1.513574693E1,-4.254353417E0,1.608076726E1
6.879334125E0,-2.459634773E0,-1.470786757E1,-3.895295784E0,1.541247874E1
6.889285125E0,-1.568219730E0,-1.423287836E1,-3.579430364E0,1.475962267E1
6.899236125E0,-7.553339624E-1,-1.375330376E1,-3.207136974E0,1.414247579E1
6.909187125E0,-2.056068134E-1,-1.342797638E1,-2.705552875E0,1.369937371E1
6.919139125E0,1.179593897E-1,-1.327032492E1,-2.080982535E0,1.343301627E1
6.929090125E0,1.551500201E-1,-1.334081311E1,-1.633733688E0,1.344137090E1
6.939041125E0,-4.441837370E-2,-1.352521324E1,-1.697373614E0,1.363137716E1
6.948992125E0,1.694581568E-2,-1.366247312E1,-2.066410689E0,1.381786930E1
6.958943125E0,6.127735823E-1,-1.332928590E1,-2.244071320E0,1.353075054E1
6.968894125E0,1.660784077E0,-1.191046955E1,-1.794685900E0,1.215888096E1
6.978845125E0,4.201329111E0,-8.907997988E0,-7.129825795E-1,9.874813346E0
6.988796125E0,9.471005334E0,-5.173949701E0,8.617269748E-1,1.082646161E1
6.998748125E0,1.650495901E1,-1.491373283E0,2.803167463E0,1.680760584E1
7.008699125E0,2.306453393E1,1.978042889E0,4.735519039E0,2.362859538E1
7.018650125E0,2.790215763E1,4.878777577E0,6.991219887E0,2.917550388E1
7.028601125E0,2.974245649E1,7.155659963E0,1.000892695E1,3.218688874E1
7.038552125E0,2.741112016E1,8.652702706E0,1.291002066E1,3.151043329E1
7.048503125E0,2.249786623E1,9.493112487E0,1.484866033E1,2.857894125E1
7.058454125E0,1.843637854E1,9.914456999E0,1.511072669E1,2.581725339E1
7.068405125E0,1.514014403E1,9.836172137E0,1.290736486E1,2.219401521E1
7.078356458E0,1.158965622E1,9.676479415E0,9.169043423E0,1.766425041E1
7.088307458E0,7.612902287E0,9.326453977E0,5.143204456E0,1.309166059E1
7.098258458E0,3.693394352E0,8.721551331E0,1.938592894E0,9.667717511E0
7.108209458E0,5.344056898E-1,8.143480974E0,9.955352426E-2,8.161604175E0
7.118160458E0,-1.790308675E0,7.608476529E0,-5.918668993E-1,7.838649544E0
7.128111458E0,-3.414671030E0,7.257865199E0,-4.760001185E-1,8.035120510E0
7.138062458E0,-4.294460639E0,7.020993909E0,2.552520132E-1,8.234190988E0
7.148013458E0,-4.958036585E0,6.964353100E0,1.217470990E0,8.635194062E0
7.157964458E0,-5.601066000E0,7.114998425E0,1.751165074E0,9.222891198E0
7.167916458E0,-6.116213300E0,7.204935619E0,1.791151843E0,9.619115725E0
7.177867458E0,-6.692341797E0,7.233546630E0,1.573213252E0,9.979310372E0
7.187818458E0,-7.289903848E0,7.171308281E0,1.166783159E0,1.029231478E1
7.197769458E0,-7.949323009E0,7.085562957E0,6.001224735E-1,1.066569668E1
7.207720458E0,-8.847819614E0,6.944105362E0,5.291203916E-2,1.124754688E1
7.217671458E0,-9.708315750E0,6.561825512E0,-3.685733914E-1,1.172368522E1
7.227622458E0,-1.039308434E1,6.068015286E0,-3.362488139E-1,1.203952138E1
7.237573458E0,-1.093507446E1,5.617708930E0,1.724729447E-1,1.229488731E1
7.247525458E0,-1.117357420E1,5.101819618E0,6.053587282E-1,1.229812112E1
7.257476458E0,-1.104878526E1,4.652901390E0,6.050727262E-1,1.200380190E1
7.267427458E0,-1.071651957E1,4.317568835E0,3.101953020E-1,1.155774258E1
7.277378458E0,-1.004617606E1,3.737592285E0,-1.767988244E-1,1.072037813E1
7.287329458E0,-9.334474602E0,3.176950724E0,-6.517663977E-1,9.881813166E0
7.297280458E0,-8.912279320E0,3.220912430E0,-6.823770833E-1,9.500980899E0
7.307231458E0,-8.187139794E0,4.098127217E0,3.272576234E-1,9.161386481E0
7.317182458E0,-6.254486502E0,5.923990763E0,2.252390739E0,8.904242360E0
7.327133458E0,-2.283216090E0,8.668189641E0,4.823226104E0,1.017910101E1
7.337085458E0,3.711693798E0,1.162424601E1,7.304182164E0,1.422149230E1
7.347036458E0,1.120366748E1,1.381264131E1,8.744611580E0,1.981866435E1
7.356987458E0,1.780909158E1,1.475522417E1,8.555859366E0,2.465934129E1
7.366938458E0,2.172775986E1,1.495136901E1,6.546869504E0,2.717536539E1
7.376889458E0,2.315679364E1,1.393462007E1,3.423529562E0,2.724208661E1
7.386840458E0,2.268139162E1,1.222148997E1,6.178178291E-1,2.577192351E1
7.396791458E0,2.230135067E1,1.000127412E1,-1.009174312E0,2.446209636E1
7.406742458E0,2.192515484E1,7.119607201E0,-2.035627438E0,2.314184523E1
7.416694458E0,2.072784856E1,3.998221398E0,-2.923028952E0,2.131134859E1
7.426645458E0,1.878282841E1,9.934080255E-1,-3.723087682E0,1.917401586E1
7.436596458E0,1.651552610E1,-1.789636245E0,-4.428213358E0,1.719227948E1
7.446547458E0,1.411474004E1,-4.307413976E0,-5.033591382E0,1.559220138E1
7.456498458E0,1.168661709E1,-6.458248519E0,-5.698732628E0,1.451762881E1
7.466449458E0,9.532294679E0,-8.323702101E0,-6.095846279E0,1.404663662E1
7.476400458E0,7.721659913E0,-1.000446670E1,-5.930963568E0,1.396029063E1
7.486351458E0,6.055626791E0,-1.154609680E1,-5.280139815E0,1.406637279E1
7.496302458E0,4.447884561E0,-1.281598574E1,-4.430684391E0,1.427109427E1
7.506254458E0,2.860832996E0,-1.398363728E1,-3.770291669E0,1.476284445E1
7.516205458E0,1.460656689E0,-1.506784204E1,-3.522356862E0,1.554285623E1
7.526156458E0,2.759546649E-1,-1.604817452E1,-3.615855010E0,1.645279502E1
7.536107458E0,-6.576892617E-1,-1.676439295E1,-3.869904251E0,1.721782754E1
7.546058458E0,-1.236682017E0,-1.725793070E1,-4.147446434E0,1.779232605E1
7.556009458E0,-1.489736355E0,-1.764973742E1,-4.320104188E0,1.823172634E1
7.565960458E0,-1.548192431E0,-1.786937170E1,-4.232663755E0,1.842896598E1
7.575912458E0,-1.441097168E0,-1.793323031E1,-3.886408017E0,1.840602287E1
7.585863458E0,-1.249471340E0,-1.782038373E1,-3.337051581E0,1.817314414E1
7.595814458E0,-8.619550163E-1,-1.755407697E1,-2.694331484E0,1.778055136E1
7.605765458E0,-1.699031299E-1,-1.726286341E1,-1.921750574E0,1.737033234E1
7.615716458E0,5.643586367E-1,-1.711328812E1,-1.117016995E0,1.715898768E1
7.625667458E0,1.023718237E0,-1.715449228E1,-4.802657354E-1,1.719172067E1
7.635618458E0,1.050454046E0,-1.724785945E1,-2.717247161E-1,1.728195428E1
7.645569458E0,6.458629757E-1,-1.728793861E1,-5.730154395E-1,1.730948604E1
7.655520458E0,2.909255835E-1,-1.740102844E1,-9.241430052E-1,1.742797948E1
7.665472458E0,2.745729679E-1,-1.764293009E1,-9.775748619E-1,1.767212565E1
7.675423458E0,3.681474218E-1,-1.776808857E1,-8.198801335E-1,1.779080401E1
7.685374458E0,1.368927909E0,-1.736927221E1,-3.920441882E-1,1.742754370E1
7.695325458E0,3.887875668E0,-1.632792637E1,7.718160939E-1,1.680215632E1
7.705276458E0,7.405250702E0,-1.461873027E1,2.627191415E0,1.659660048E1
7.715227458E0,1.177939837E1,-1.177361664E1,4.808704544E0,1.733481797E1
7.725178458E0,1.665064005E1,-8.185379198E0,6.882399695E0,1.978918069E1
7.735129458E0,2.084113018E1,-4.511093547E0,8.785494143E0,2.306268804E1
7.745081458E0,2.313444792E1,-7.061477691E-1,1.050223081E1,2.541649419E1
7.755032458E0,2.278623219E1,3.117410865E0,1.125956920E1,2.560680626E1
7.764983458E0,2.081296531E1,6.552823724E0,1.019681086E1,2.408514014E1
7.774934458E0,1.941007560E1,9.303953306E0,7.428335509E0,2.277047980E1
7.784885458E0,1.808674545E1,1.118610712E1,4.371333983E0,2.171100906E1
7.794836458E0,1.643555724E1,1.281356967E1,1.963035425E0,2.093247758E1
7.804787458E0,1.493586103E1,1.386227949E1,6.449853086E-1,2.038771060E1
7.814738458E0,1.280437551E1,1.438066089E1,7.028119326E-2,1.925513903E1
7.824690458E0,9.780121897E0,1.477316810E1,-3.492904437E-1,1.772058926E1
7.834641458E0,6.383988295E0,1.462504176E1,-8.792925223E-1,1.598187437E1
7.844592458E0,3.064666641E0,1.427355276E1,-1.005139879E0,1.463341369E1
7.854543458E0,3.092077804E-1,1.380392896E1,-1.716836071E-1,1.380845898E1
7.864494458E0,-1.886628689E0,1.318165657E1,1.486815963E0,1.339873350E1
7.874445458E0,-3.727725109E0,1.268155123E1,3.307902042E0,1.362570703E1
7.884396458E0,-5.520928155E0,1.269843799E1,5.027479287E0,1.473114127E1
7.894347458E0,-6.735076758E0,1.324036847E1,6.400543517E0,1.617515296E1
7.904298458E0,-7.062246015E0,1.394497549E1,6.843190606E0,1.706361386E1
7.914250458E0,-6.556622660E0,1.453437015E1,6.032427378E0,1.704779741E1
7.924201458E0,-6.283311521E0,1.467337367E1,4.353434486E0,1.654509868E1
7.934152458E0,-6.895958219E0,1.430489968E1,2.528461179E0,1.608034548E1
7.944103458E0,-7.579362073E0,1.319170209E1,8.577081835E-1,1.523822158E1
7.954054458E0,-8.462478163E0,1.163356179E1,-3.795158708E-1,1.439087658E1
7.964005458E0,-9.207354965E0,1.029145272E1,-7.678177679E-1,1.383036256E1
7.973956458E0,-8.801423128E0,9.303179719E0,-2.883747357E-1,1.281004926E1
7.983907458E0,-6.880491164E0,8.565035986E0,3.760011095E-1,1.099283298E1
7.993859458E0,-4.595423845E0,7.768793149E0,2.944113829E-1,9.030988062E0
8.003810458E0,-3.146245240E0,7.122392814E0,3.778020519E-1,7.795516205E0
8.013761458E0,-2.073023306E0,7.213754389E0,1.719946205E0,7.700252786E0
8.023712458E0,6.598875225E-2,7.690518227E0,3.505327431E0,8.451966961E0
8.033663458E0,3.860434100E0,7.941477215E0,4.768783264E0,1.003550226E1
8.043614458E0,8.153494331E0,7.750047560E0,5.013115602E0,1.231560129E1
8.053565458E0,1.147358080E1,6.746349020E0,3.931266101E0,1.387844136E1
8.063516458E0,1.260427911E1,5.416782228E0,1.946776657E0,1.385638196E1
8.073467458E0,1.270114993E1,4.635356235E0,1.828026358E-1,1.352180291E1
8.083420250E0,1.363809958E1,3.763419437E0,-1.124694389E0,1.419246362E1
8.093371250E0,1.481339227E1,2.634909739E0,-2.360049673E0,1.522987768E1
8.103322250E0,1.501897218E1,1.337994384E0,-3.357098175E0,1.544764910E1
8.113273250E0,1.417756838E1,-8.398127800E-1,-3.957393799E0,1.474346283E1
8.123224250E0,1.235912992E1,-3.297951835E0,-4.199314746E0,1.346323969E1
8.133175250E0,1.016171002E1,-5.149215978E0,-4.208956804E0,1.214454994E1
8.143126250E0,8.490057725E0,-6.125263036E0,-3.899393513E0,1.117162464E1
8.153078250E0,7.878618477E0,-6.362836577E0,-3.199890520E0,1.062062229E1
8.163029250E0,8.001961398E0,-6.890955341E0,-2.808169171E0,1.092714353E1
8.172980250E0,7.454478995E0,-7.630850900E0,-3.115013507E0,1.111316569E1
8.182931250E0,6.391053486E0,-8.582781116E0,-3.376255993E0,1.122090909E1
8.192882250E0,5.143565229E0,-9.697439345E0,-3.467254456E0,1.151166567E1
8.202833250E0,3.847168230E0,-1.050513922E1,-3.767097335E0,1.180464636E1
8.212784250E0,2.540765767E0,-1.157907743E1,-4.179851704E0,1.256987212E1
8.222735250E0,1.170340678E0,-1.270323154E1,-4.583878518E0,1.355557934E1
8.232686250E0,-1.140560809E-1,-1.347503009E1,-5.125740577E0,1.441744295E1
8.242638250E0,-7.424809054E-1,-1.411185035E1,-5.752978417E0,1.525753449E1
8.252589250E0,-5.269925898E-1,-1.477829728E1,-6.179877784E0,1.602706090E1
8.262540250E0,-1.637565368E-1,-1.549795621E1,-6.324267758E0,1.673946909E1
8.272491250E0,1.228441536E-1,-1.600055714E1,-6.170252098E0,1.714948776E1
8.282442250E0,6.170093054E-1,-1.629041180E1,-5.860502865E0,1.732350170E1
8.292393250E0,1.647721690E0,-1.657090976E1,-5.443926172E0,1.751988496E1
8.302344250E0,2.608124814E0,-1.649184605E1,-4.880171553E0,1.739538374E1
8.312295250E0,3.607500215E0,-1.601020271E1,-4.060151013E0,1.690637379E1
8.322247250E0,5.099945585E0,-1.570857292E1,-2.829591615E0,1.675635094E1
8.332198250E0,7.175718251E0,-1.539294723E1,-1.426646944E0,1.704315342E1
8.342149250E0,9.059587639E0,-1.485769194E1,-2.680036211E-1,1.740399276E1
8.352100250E0,1.081099888E1,-1.397993483E1,1.751954448E-1,1.767334060E1
8.362051250E0,1.226950964E1,-1.278876812E1,4.448218144E-2,1.772273781E1
8.372002250E0,1.346104355E1,-1.138156668E1,1.316230170E-2,1.762781685E1
8.381953250E0,1.487359052E1,-9.372862158E0,7.711286075E-1,1.759741116E1
8.391904250E0,1.640871033E1,-7.209725658E0,2.203748921E0,1.805775258E1
8.401856250E0,1.730508265E1,-5.275802935E0,3.948922938E0,1.851739653E1
8.411807250E0,1.697568794E1,-3.248129464E0,6.192031807E0,1.835934595E1
8.421758250E0,1.630794176E1,-1.374462299E0,8.581481280E0,1.847917563E1
8.431709250E0,1.581966768E1,1.034694046E-1,1.075937031E1,1.913208406E1
8.441660250E0,1.478264644E1,1.753068635E0,1.214655088E1,1.921297956E1
8.451611250E0,1.334262106E1,4.299509125E0,1.259656897E1,1.884634886E1
8.461562250E0,1.197292132E1,6.857054354E0,1.227831555E1,1.846962566E1
8.471513250E0,1.012527251E1,9.076164495E0,1.132818861E1,1.769818529E1
8.481465250E0,8.568550748E0,1.149523772E1,1.120168293E1,1.819445665E1
8.491416250E0,7.497807448E0,1.401347796E1,1.211331882E1,1.998317227E1
8.501367250E0,6.950295224E0,1.599716575E1,1.288096702E1,2.168260195E1
8.511318250E0,5.039592379E0,1.728199433E1,1.264147559E1,2.199708445E1
8.521269250E0,2.062208880E0,1.848601672E1,1.148601081E1,2.186124343E1
8.531220250E0,-2.051507306E-1,2.004997383E1,1.026474030E1,2.252572820E1
8.541171250E0,-8.878178358E-2,2.172133026E1,8.948238527E0,2.349244651E1
8.551122250E0,8.119700933E-1,2.225660543E1,7.206364678E0,2.340827787E1
8.561074250E0,-4.976214409E-1,2.192091678E1,5.124385192E0,2.251740534E1
8.571025250E0,-2.919301937E0,2.092529266E1,2.744221097E0,2.130542058E1
8.580976250E0,-4.747108805E0,1.950098928E1,4.467565119E-1,2.007543814E1
8.590927250E0,-5.603197310E0,1.775884529E1,-8.509688289E-1,1.864125946E1
8.600878250E0,-5.833776412E0,1.610853884E1,-6.893726921E-1,1.714623007E1
8.610829250E0,-5.653697957E0,1.443501193E1,3.524258669E-1,1.550671061E1
8.620780250E0,-5.751604906E0,1.283648608E1,1.070823991E0,1.410684223E1
8.630731250E0,-5.476868216E0,1.184669163E1,1.500402553E0,1.313740446E1
8.640682250E0,-4.432112281E0,1.117336370E1,1.539322790E0,1.211846485E1
8.650634250E0,-3.136234807E0,1.074062764E1,9.882145286E-1,1.123270310E1
8.660585250E0,-1.998485924E0,1.062499193E1,-1.021912032E-1,1.081179183E1
8.670536250E0,-6.369588357E-1,1.054312975E1,-1.013945786E0,1.061090889E1
8.680487250E0,6.486784101E-1,1.035203104E1,-1.432157360E0,1.047074043E1
8.690438250E0,2.025087247E0,1.044323474E1,-1.255189624E0,1.071156530E1
8.700389250E0,4.264074998E0,1.030587663E1,-1.091656524E0,1.120647771E1
8.710340250E0,6.677339011E0,9.544765620E0,-1.394950942E0,1.173180699E1
8.720291250E0,8.064207348E0,8.081782324E0,-1.813380618E0,1.156006033E1
8.730243250E0,8.765313647E0,6.430601129E0,-2.131665762E0,1.107823782E1
8.740194250E0,9.598289278E0,4.449270351E0,-2.521920483E0,1.087581016E1
8.750145250E0,9.943838089E0,2.126660984E0,-2.931440756E0,1.058281379E1
8.760096250E0,9.539908923E0,3.564708245E-1,-2.540239225E0,9.878752402E0
8.770047250E0,9.401891245E0,-1.126431597E0,-1.302575460E0,9.558300578E0
8.779998250E0,9.951783285E0,-2.664133539E0,-3.458668989E-1,1.030801736E1
8.789949250E0,1.064423863E1,-4.186567816E0,-3.758777332E-1,1.144414480E1
8.799900250E0,1.129567809E1,-6.003496524E0,-1.148374443E0,1.284340601E1
8.809852250E0,1.134487189E1,-7.613272415E0,-2.228678964E0,1.384323102E1
8.819803250E0,1.084502500E1,-8.519557512E0,-3.257680306E0,1.417074128E1
8.829754250E0,9.774796253E0,-9.176285200E0,-4.161584417E0,1.403814933E1
8.839705250E0,8.504710262E0,-9.653343737E0,-4.757640810E0,1.371686145E1
8.849656250E0,7.457235957E0,-1.005564738E1,-4.854998705E0,1.342748765E1
8.859607250E0,6.613537703E0,-1.052040630E1,-4.594112899E0,1.324853588E1
8.869558250E0,6.216061524E0,-1.073322390E1,-4.040764570E0,1.304489534E1
8.879509250E0,5.988348727E0,-1.092905767E1,-3.231742058E0,1.287434576E1
8.889461250E0,5.204327155E0,-1.131915700E1,-2.538958100E0,1.271434798E1
8.899412250E0,4.037435457E0,-1.142135230E1,-1.781896870E0,1.224431827E1
8.909363250E0,2.874600265E0,-1.135908179E1,-9.746581976E-1,1.175763686E1
8.919314250E0,2.030680401E0,-1.132827866E1,-4.326232070E-1,1.151697543E1
8.929265250E0,1.647015931E0,-1.120172971E1,-2.521797399E-1,1.132497261E1
8.939216250E0,1.607843387E0,-1.093546622E1,-4.820514750E-1,1.106354172E1
8.949167250E0,1.601473430E0,-1.063121571E1,-9.019768685E-1,1.078893076E1
8.959118250E0,1.114962576E0,-1.041040848E1,-1.295620782E0,1.054980471E1
8.969070250E0,7.450492948E-2,-1.040617977E1,-1.556177974E0,1.052215844E1
8.979021250E0,-1.073950205E0,-1.054183985E1,-1.699116230E0,1.073176371E1
8.988972250E0,-1.836130965E0,-1.063861829E1,-1.499034305E0,1.089948071E1
8.998923250E0,-1.651357781E0,-1.052008353E1,-9.423138857E-1,1.069051427E1
9.008874250E0,-2.276660192E-1,-1.007260313E1,-8.427767336E-2,1.007552820E1
9.018825250E0,1.760807133E0,-9.574609224E0,6.909673740E-1,9.759662877E0
9.028776250E0,3.515110407E0,-9.027395793E0,1.016958125E0,9.740845950E0
9.038727250E0,4.977017232E0,-8.529034680E0,1.302958453E0,9.960563931E0
9.048679250E0,6.105219365E0,-8.125003188E0,1.466819070E0,1.026844382E1
9.058630250E0,6.385223227E0,-7.884120707E0,1.426827039E0,1.024530480E1
9.068581250E0,5.605168406E0,-7.869034306E0,1.149008208E0,9.729328529E0
9.078532125E0,4.231248145E0,-7.834471414E0,6.308261298E-1,8.926384756E0
9.088483125E0,3.359230655E0,-7.824359824E0,6.237639358E-1,8.537805262E0
9.098434125E0,4.212562197E0,-7.463602991E0,1.772639558E0,8.751759873E0
9.108385125E0,5.480697557E0,-6.806105225E0,3.108798501E0,9.275006317E0
9.118336125E0,6.054630425E0,-5.789480245E0,4.093088379E0,9.323626096E0
9.128288125E0,6.000965849E0,-4.213555055E0,4.806534058E0,8.767462972E0
9.138239125E0,5.889947104E0,-2.075341434E0,5.261656766E0,8.165999687E0
9.148190125E0,6.618821247E0,-4.051214129E-2,5.458236648E0,8.579206445E0
9.158141125E0,7.745120112E0,1.713302014E0,5.760487411E0,9.803341499E0
9.168092125E0,9.237751715E0,3.406775535E0,6.806771808E0,1.196972509E1
9.178043125E0,1.043328044E1,4.689263178E0,8.384937651E0,1.418272574E1
9.187994125E0,1.014806496E1,6.287390538E0,9.449125053E0,1.522499479E1
9.197945125E0,8.363116427E0,8.782786882E0,9.511382697E0,1.541250994E1
9.207896125E0,7.412074987E0,1.131259175E1,8.271401095E0,1.585338020E1
9.217848125E0,9.246160011E0,1.322888921E1,6.194999853E0,1.728794400E1
9.227799125E0,1.124069439E1,1.470918670E1,4.205316328E0,1.898415310E1
9.237750125E0,1.190501527E1,1.549546413E1,2.516400712E0,1.970205750E1
9.247701125E0,1.108298095E1,1.550551900E1,1.278641052E0,1.910205510E1
9.257652125E0,8.870489269E0,1.499403030E1,6.414477432E-1,1.743324352E1
9.267603125E0,5.956162729E0,1.457210457E1,5.142591083E-1,1.575076406E1
9.277554125E0,4.207759879E0,1.475415062E1,1.304505626E0,1.539779005E1
9.287505125E0,3.997291691E0,1.495403418E1,2.353544061E0,1.565696805E1
9.297457125E0,4.106747475E0,1.494901960E1,2.238432266E0,1.566362477E1
9.307408125E0,3.501588137E0,1.471675183E1,1.494935406E0,1.520127415E1
9.317359125E0,2.196051062E0,1.450596321E1,8.658831026E-1,1.469678068E1
9.327310125E0,1.011953639E0,1.408040753E1,6.552210789E-2,1.411687712E1
9.337261125E0,5.481998563E-2,1.343654138E1,-9.473565976E-1,1.347000869E1
9.347212125E0,-1.248846565E0,1.282908584E1,-1.722267550E0,1.300427879E1
9.357163125E0,-2.769254197E0,1.237776499E1,-2.327487114E0,1.289554308E1
9.367114125E0,-3.936376567E0,1.216604199E1,-2.853014392E0,1.310142471E1
9.377066125E0,-4.287869657E0,1.228424696E1,-3.347088912E0,1.343471451E1
9.387017125E0,-4.132850030E0,1.245361390E1,-4.347334671E0,1.382288926E1
9.396968125E0,-3.957204934E0,1.217487012E1,-5.798836375E0,1.405394737E1
9.406919125E0,-4.125211228E0,1.152895159E1,-6.872696241E0,1.404165397E1
9.416870125E0,-4.807825123E0,1.059272232E1,-7.101229402E0,1.362895475E1
9.426821125E0,-5.722562370E0,9.314658388E0,-6.747269372E0,1.284664256E1
9.436772125E0,-6.503611802E0,8.302320002E0,-6.033536010E0,1.215026916E1
9.446723125E0,-6.520421963E0,7.598386574E0,-5.211457250E0,1.128763340E1
9.456675125E0,-5.794662048E0,6.890592229E0,-4.813317997E0,1.020913315E1
9.466626125E0,-4.746899475E0,6.184554972E0,-4.947570069E0,9.233646323E0
9.476577125E0,-3.531725855E0,5.724474410E0,-5.359367248E0,8.600320464E0
9.486528125E0,-2.164366754E0,5.927271636E0,-5.522401654E0,8.385341527E0
9.496479125E0,-3.002276266E-1,6.098684517E0,-5.307190204E0,8.090139512E0
9.506430125E0,1.967896215E0,6.239599491E0,-4.417813500E0,7.894447000E0
9.516381125E0,4.408211787E0,6.367245963E0,-2.121956899E0,8.029748028E0
9.526332125E0,7.296855603E0,6.893818138E0,9.957100743E-1,1.008762949E1
9.536284125E0,1.123407066E1,7.531339476E0,3.938872451E0,1.408687808E1
9.546235125E0,1.547506787E1,7.657562735E0,6.324494630E0,1.838790975E1
9.556186125E0,1.876965112E1,7.063309039E0,8.011404651E0,2.159566490E1
9.566137125E0,2.063571281E1,5.961277873E0,9.162181715E0,2.335198174E1
9.576088125E0,2.166201844E1,4.447798022E0,9.702118286E0,2.414864488E1
9.586039125E0,2.275781239E1,2.084227155E0,9.106325603E0,2.460055271E1
9.595990125E0,2.288010807E1,-6.512453377E-1,7.066463027E0,2.395534106E1
9.605941125E0,2.144903712E1,-2.927545341E0,4.355123747E0,2.208163984E1
9.615892125E0,1.935762842E1,-5.053412858E0,1.747637303E0,2.008255451E1
9.625844125E0,1.680495743E1,-7.149734979E0,-4.189448154E-1,1.826747982E1
9.635795125E0,1.403662826E1,-8.861597409E0,-2.165848439E0,1.674054184E1
9.645746125E0,1.127719037E1,-1.028912319E1,-3.334660070E0,1.562565315E1
9.655697125E0,8.601565297E0,-1.180802399E1,-3.379012370E0,1.499446834E1
9.665648125E0,5.957380704E0,-1.327845840E1,-2.561190383E0,1.477726424E1
9.675599125E0,3.351790658E0,-1.448962726E1,-1.351305571E0,1.493351350E1
9.685550125E0,1.008124005E0,-1.535547594E1,-3.151660931E-1,1.539176029E1
9.695501125E0,-8.434570572E-1,-1.595854022E1,3.390215635E-2,1.598085026E1
9.705453125E0,-2.070352590E0,-1.635522702E1,-4.010851165E-1,1.649062400E1
9.715404125E0,-2.923389140E0,-1.662862528E1,-1.379865711E0,1.693993543E1
9.725355125E0,-3.697981492E0,-1.668797218E1,-2.545670704E0,1.728131714E1
9.735306125E0,-4.334004773E0,-1.657141613E1,-3.778492974E0,1.754059403E1
9.745257125E0,-4.691257078E0,-1.648678119E1,-4.842996710E0,1.781225601E1
9.755208125E0,-4.547531641E0,-1.638467711E1,-5.516105956E0,1.787638422E1
9.765159125E0,-3.932296673E0,-1.634558028E1,-5.798965598E0,1.778395215E1
